,X,Y,OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,SDOT_COLCODE,ROADCOND
211774,-122.3033229,47.5787622,211775,Block,23RD AVE S BETWEEN S LANDER ST AND S MCCLELLAN ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020-03-14 00:00:00+00:00,14.0,Dry
211775,-122.3342549,47.61851729,211776,Intersection,DENNY WAY AND FAIRVIEW AVE,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-03-30 00:00:00+00:00,11.0,Wet
211776,-122.280736,47.55642241,211777,Block,42ND AVE S BETWEEN S HUDSON ST AND S FARRAR ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-03 00:00:00+00:00,11.0,Dry
211778,-122.3549838,47.65236053,211779,Block,N 36TH ST BETWEEN GREENWOOD AVE N AND PHINNEY AVE N,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-01-19 00:00:00+00:00,24.0,Wet
211779,-122.3734868,47.56755221,211780,Block,WEST SEATTLE BR WB BETWEEN POINT A AND 35TH AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-22 00:00:00+00:00,14.0,Wet
211780,-122.3278814,47.61065758,211781,Block,TERRY AVE BETWEEN SENECA ST AND UNIVERSITY ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020-03-26 00:00:00+00:00,11.0,Dry
211784,-122.3610149,47.53855078,211785,Block,DELRIDGE WAY SW BETWEEN SW MYRTLE ST AND SW ORCHARD ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-03-01 00:00:00+00:00,14.0,
211785,-122.3350386,47.69049014,211786,Intersection,BURKE AVE N AND N 85TH ST,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2020-01-21 00:00:00+00:00,11.0,Wet
211786,-122.317262,47.5954074,211787,Block,12TH AVE S BETWEEN XW S LANE ST AND GOLF DR S,2,Injury Collision,Other,2,0,0,2,1,0,0,2020-02-24 00:00:00+00:00,11.0,Dry
211787,-122.367279,47.68235353,211788,Block,DIBBLE AVE NW BETWEEN NW 73RD ST AND NW 75TH ST,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020-03-02 00:00:00+00:00,16.0,Dry
211788,-122.3631854,47.53369768,211789,Intersection,24TH AVE SW AND SW HOLDEN ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2020-04-13 00:00:00+00:00,11.0,Dry
211789,-122.3282691,47.66864756,211790,Intersection,1ST AVE NE AND NE 55TH ST,0,Unknown,,0,0,0,0,0,0,0,2020-04-14 00:00:00+00:00,11.0,
211790,-122.3854566,47.56197325,211791,Block,42ND AVE SW BETWEEN SW OREGON ST AND SW ALASKA ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-01-13 00:00:00+00:00,24.0,Wet
211792,-122.2808464,47.5354048,211793,Intersection,M L KING JR WR WAY S AND S WEBSTER ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2020-03-13 00:00:00+00:00,11.0,Wet
211793,-122.2925851,47.57105545,211794,Intersection,RAINIER AVE S AND S COURT ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-03-13 00:00:00+00:00,14.0,Wet
211795,-122.3042803,47.5819811,211796,Block,22ND AVE S BETWEEN S COLLEGE ST AND S BAYVIEW ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-06 00:00:00+00:00,14.0,
211796,-122.3505471,47.64651581,211797,Block,NICKERSON ST BETWEEN FLORENTIA ST AND WESTLAKE AVE N,2,Injury Collision,Sideswipe,4,0,0,2,1,0,0,2020-03-13 00:00:00+00:00,11.0,Wet
211797,-122.3140953,47.73396447,211798,Block,NE 145TH ST BETWEEN 12TH AVE NE AND 15TH AVE NE,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2020-01-12 00:00:00+00:00,14.0,Wet
211798,-122.3661728,47.67125326,211799,Block,8TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST,2,Injury Collision,Rear Ended,4,0,0,3,1,0,0,2020-01-09 00:00:00+00:00,14.0,Wet
211801,-122.3421452,47.71353972,211802,Block,STONE AVE N BETWEEN N 115TH ST AND DEAD END 1,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-04-03 00:00:00+00:00,11.0,Dry
211804,-122.2964941,47.5761846,211805,Block,RAINIER AVE S BETWEEN M L KING JR WAY S AND S MOUNT BAKER WB BV,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020-03-08 00:00:00+00:00,11.0,Dry
211805,-122.314703,47.58242809,211806,Block,14TH AVE S BETWEEN S COLLEGE ST AND BEACON AVE S,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,0,2020-03-25 00:00:00+00:00,14.0,Wet
211806,-122.3121878,47.69988738,211807,Block,15TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,1,Property Damage Only Collision,,1,0,0,0,0,0,0,2020-01-25 00:00:00+00:00,16.0,
211807,-122.3236237,47.68336455,211808,Block,4TH AVE NE BETWEEN NE 75TH ST AND NE 76TH ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-02-29 00:00:00+00:00,14.0,
211809,-122.3541557,47.70961691,211810,Block,PHINNEY AVE N BETWEEN N 110TH ST AND N 112TH ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-10 00:00:00+00:00,11.0,
211810,-122.3633259,47.68693779,211811,Intersection,6TH AVE NW AND NW 80TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-02-26 00:00:00+00:00,11.0,Dry
211811,-122.2963249,47.72018729,211812,Block,30TH AVE NE BETWEEN NE 125TH ST AND NE 127TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-22 00:00:00+00:00,14.0,Wet
211813,-122.3295649,47.55187534,211814,Intersection,4TH AVE S AND S ORCAS ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2020-03-13 00:00:00+00:00,11.0,Wet
211814,-122.3231734,47.55892,211815,Block,AIRPORT WAY S BETWEEN S EDMUNDS ST AND AIRPORT WY S VI,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-02-04 00:00:00+00:00,11.0,Dry
211819,-122.2806324,47.53439091,211820,Block,M L KING JR ER WAY S BETWEEN RENTON S AVE S AND S HOLDEN ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020-01-09 00:00:00+00:00,14.0,Dry
211820,-122.3143828,47.65758704,211821,Block,BROOKLYN AVE NE BETWEEN NE 41ST ST AND NE 42ND ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-03-05 00:00:00+00:00,11.0,Dry
211822,-122.3410074,47.62971166,211823,Intersection,HIGHLAND DR AND WESTLAKE AVE N,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020-01-03 00:00:00+00:00,11.0,Dry
211823,-122.3286131,47.7077206,211824,Block,1ST AVE NE BETWEEN I5 NB 1ST AV NE OFF RP AND NE NORTHGATE WAY,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-04-01 00:00:00+00:00,14.0,Dry
211824,-122.2965493,47.73105946,211825,Block,30TH AVE NE BETWEEN NE 140TH ST AND NE 143RD ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-28 00:00:00+00:00,11.0,
211825,-122.3245487,47.61205001,211826,Block,SUMMIT AVE BETWEEN SENECA ST AND UNIVERSITY ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-02-28 00:00:00+00:00,11.0,Dry
211827,-122.3473271,47.66322731,211828,Block,AURORA AVE N BETWEEN N 47TH ST AND N 48TH ST,1,Property Damage Only Collision,Sideswipe,5,0,0,5,0,0,0,2020-02-11 00:00:00+00:00,16.0,Dry
211828,-122.3082529,47.57192408,211829,Intersection,BEACON AVE S AND S SPOKANE ST,1,Property Damage Only Collision,Angles,6,0,0,2,0,0,0,2020-02-16 00:00:00+00:00,11.0,Wet
211829,-122.3765859,47.69314422,211830,Intersection,15TH AVE NW AND HOLMAN RD NW,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020-03-05 00:00:00+00:00,11.0,Dry
211830,-122.2992208,47.62019241,211831,Block,E JOHN ST BETWEEN 25TH AVE E AND 26TH AVE E,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020-01-13 00:00:00+00:00,11.0,Snow/Slush
211832,-122.3316799,47.53359768,211833,Block,WEST MARGINAL SB WAY S BETWEEN S HOLDEN ST AND KENYON OFF RP,2b,Serious Injury Collision,Head On,2,0,0,2,2,2,0,2020-03-01 00:00:00+00:00,11.0,Dry
211834,-122.362307,47.63685591,211835,Block,4TH AVE W BETWEEN W HOWE ST AND W CROCKETT ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-30 00:00:00+00:00,11.0,
211835,-122.2888644,47.55310035,211836,Block,M L KING JR ER WAY S BETWEEN S BRANDON ST AND S LUCILE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-14 00:00:00+00:00,11.0,Unknown
211838,-122.3077591,47.66486382,211839,Block,NE 50TH ST BETWEEN 18TH AVE NE AND 19TH AVE NE,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2020-02-27 00:00:00+00:00,51.0,Dry
211841,-122.3351733,47.66174886,211842,Block,BURKE AVE N BETWEEN N 45TH ST AND N 46TH ST,2,Injury Collision,Rear Ended,4,0,0,3,2,0,0,2020-03-09 00:00:00+00:00,14.0,Dry
211844,-122.3251391,47.60933797,211845,Intersection,BOREN AVE AND MADISON ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-02-06 00:00:00+00:00,11.0,
211846,-122.3778172,47.49956612,211847,Block,MARINE VIEW DR SW BETWEEN SW OCEAN VIEW DR AND 35TH AVE SW,1,Property Damage Only Collision,Other,2,0,0,1,0,0,0,2020-03-22 00:00:00+00:00,28.0,Dry
211847,-122.3154169,47.56349976,211848,Block,S OREGON ST BETWEEN 13TH AVE S AND 14TH AVE S,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020-03-07 00:00:00+00:00,14.0,Dry
211848,-122.3346656,47.60968542,211849,Intersection,5TH AVE AND UNION ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020-03-04 00:00:00+00:00,11.0,Dry
211849,-122.3360421,47.55156225,211850,Block,EAST MARGINAL WAY S BETWEEN S ORCAS ST AND S MEAD ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-23 00:00:00+00:00,14.0,Wet
211850,-122.2701424,47.50614732,211851,Intersection,51ST AVE S AND S BANGOR ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020-01-13 00:00:00+00:00,11.0,Snow/Slush
211851,-122.3969233,47.65406493,211852,Intersection,31ST AVE W AND W EMERSON ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-25 00:00:00+00:00,11.0,
211853,-122.3341838,47.72320789,211854,Intersection,MERIDIAN AVE N AND N 130TH ST,2,Injury Collision,Left Turn,4,0,0,2,1,0,0,2020-01-21 00:00:00+00:00,11.0,Wet
211854,-122.2987608,47.59614551,211855,Block,26TH AVE S BETWEEN S LANE ST AND S DEARBORN E ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-30 00:00:00+00:00,11.0,Dry
211856,-122.2937008,47.72916821,211857,Block,32ND AVE NE BETWEEN NE 137TH ST AND NE 140TH ST,2,Injury Collision,Parked Car,3,0,0,3,1,0,0,2020-01-19 00:00:00+00:00,14.0,Dry
211857,-122.3608159,47.70874265,211858,Intersection,3RD AVE NW AND NW 110TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-03-26 00:00:00+00:00,11.0,Dry
211858,-122.3207262,47.66156251,211859,Block,7TH AVE NE BETWEEN NE 45TH ST AND NE 45TH ST ON RP,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,2020-01-27 00:00:00+00:00,14.0,Wet
211859,-122.3355713,47.52178311,211860,Block,OLSON PL SW BETWEEN 1ST AVE S AND 2ND AVE SW,2b,Serious Injury Collision,Angles,5,0,0,3,2,1,0,2020-02-03 00:00:00+00:00,11.0,Dry
211860,-122.2945509,47.56289789,211861,Intersection,M L KING JR ER WAY S AND S OREGON ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-03-07 00:00:00+00:00,11.0,
211861,-122.3272218,47.62082888,211862,Block,E THOMAS ST BETWEEN MELROSE AVE E AND BELLEVUE AVE E,2,Injury Collision,,2,0,0,0,1,0,0,2020-03-22 00:00:00+00:00,14.0,
211862,-122.3333297,47.5253775,211863,Block,SR509 NB BETWEEN SR509 NB CLOVERDALE RP AND 1ST AV S ON RP,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-16 00:00:00+00:00,14.0,Wet
211864,-122.3024506,47.66125276,211865,Block,NE 45TH ST BETWEEN 21ST AVE NE AND NE 45TH ST RP,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2020-02-08 00:00:00+00:00,11.0,Dry
211865,-122.3110787,47.68667616,211866,Intersection,16TH AVE NE AND NE 80TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-03-02 00:00:00+00:00,11.0,Dry
211866,-122.34515,47.657736,211867,Block,N 42ND ST BETWEEN WHITMAN E AVE N AND WOODLAND PK S AVE N,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-03 00:00:00+00:00,11.0,
211867,-122.3124641,47.65297596,211868,Intersection,15TH AVE NE AND NE PACIFIC ST,2,Injury Collision,,3,0,0,0,1,0,0,2020-01-21 00:00:00+00:00,11.0,
211869,-122.3024904,47.62079119,211870,Block,23RD AVE E BETWEEN E JOHN ST AND E THOMAS ST,2,Injury Collision,Sideswipe,2,0,0,2,1,0,0,2020-01-10 00:00:00+00:00,14.0,Wet
211871,-122.339357,47.60978057,211872,Block,2ND AVE BETWEEN PIKE ST AND PINE ST,0,Unknown,,0,0,0,0,0,0,0,2020-03-06 00:00:00+00:00,14.0,
211873,-122.3525065,47.61691834,211874,Intersection,1ST AVE AND BROAD ST,2,Injury Collision,,2,0,0,0,1,0,0,2020-01-02 00:00:00+00:00,11.0,
211875,-122.3788888,47.66526427,211876,Block,17TH AVE NW BETWEEN NW 50TH ST AND NW DOCK PL,1,Property Damage Only Collision,Parked Car,3,0,0,3,0,0,0,2020-02-18 00:00:00+00:00,11.0,Dry
211877,-122.3776465,47.69898454,211878,Block,NW 96TH ST BETWEEN 15TH AVE NW AND 17TH AVE NW,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-03-08 00:00:00+00:00,11.0,Dry
211878,-122.3245327,47.55119428,211879,Intersection,7TH AVE S AND S ORCAS ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2020-01-29 00:00:00+00:00,11.0,Wet
211879,-122.2947549,47.54264794,211880,Intersection,SHAFFER AVE S AND S HOLLY ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-03-31 00:00:00+00:00,11.0,Dry
211880,-122.3449368,47.71957221,211881,Intersection,AURORA AVE N AND N 125TH ST,3,Fatality Collision,Pedestrian,2,1,0,1,0,0,1,2020-04-01 00:00:00+00:00,24.0,Dry
211883,-122.2700248,47.51685114,211884,Intersection,51ST AVE S AND S ROXBURY ST,2,Injury Collision,Pedestrian,4,3,0,1,3,0,0,2020-03-19 00:00:00+00:00,24.0,Dry
211884,-122.3505254,47.64970651,211885,Block,N 34TH ST BETWEEN EVANSTON AVE N AND FREMONT AVE N,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-02-05 00:00:00+00:00,11.0,
211885,-122.3329965,47.62254476,211886,Block,MINOR AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-01-21 00:00:00+00:00,11.0,
211887,-122.2983144,47.56330384,211888,Block,28TH AVE S BETWEEN S NEVADA ST AND S GENESEE ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-01-01 00:00:00+00:00,28.0,Dry
211888,-122.3983717,47.67333242,211889,Block,32ND AVE NW BETWEEN NW 61ST ST AND NW 62ND S ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-12 00:00:00+00:00,11.0,
211889,-122.2792189,47.52261507,211890,Block,M L KING JR ER WAY S BETWEEN S HENDERSON ST AND S DIRECTOR ST,2,Injury Collision,Rear Ended,4,0,0,2,1,0,0,2020-01-09 00:00:00+00:00,14.0,Wet
211890,-122.2705157,47.51826809,211891,Block,S CAMBRIDGE ST BETWEEN RENTON AVE S AND 51ST AVE S,0,Unknown,,0,0,0,0,0,0,0,2020-02-29 00:00:00+00:00,14.0,
211894,-122.3916704,47.59198114,211895,Block,ALKI AVE SW BETWEEN SW JERSEY ST AND SW ARKANSAS ST,1,Property Damage Only Collision,Left Turn,5,0,0,2,0,0,0,2020-03-20 00:00:00+00:00,11.0,Dry
211896,-122.3342135,47.607515,211897,Intersection,4TH AVE AND SENECA ST,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,0,2020-03-06 00:00:00+00:00,11.0,Dry
211897,-122.3107024,47.57866982,211898,Intersection,17TH AVE S AND S MCCLELLAN ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2020-03-06 00:00:00+00:00,11.0,Wet
211900,-122.3240209,47.62141192,211901,Block,BELMONT AVE E BETWEEN E THOMAS ST AND E HARRISON ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2020-04-12 00:00:00+00:00,14.0,
211902,-122.2695012,47.5544757,211903,Block,WILSON AVE S BETWEEN S DAWSON ST AND S MAYFLOWER ST,0,Unknown,,2,0,0,0,0,0,0,2020-02-07 00:00:00+00:00,13.0,
211903,-122.3044,47.65006045,211904,Block,MONTLAKE BLVD NE BETWEEN NE PACIFIC ST AND NE PACIFIC PL,1,Property Damage Only Collision,Right Turn,3,0,0,2,0,0,0,2020-03-06 00:00:00+00:00,11.0,Wet
211904,-122.2977208,47.72110162,211905,Intersection,28TH AVE NE AND NE 127TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-12 00:00:00+00:00,11.0,Dry
211907,-122.2943965,47.57343082,211908,Block,RAINIER AVE S BETWEEN S BYRON ST AND S WALDEN ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-29 00:00:00+00:00,16.0,
211908,-122.3237585,47.59709153,211909,Block,7TH AVE S BETWEEN S WELLER ST AND S LANE ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020-02-04 00:00:00+00:00,11.0,Wet
211912,-122.3133666,47.58594854,211913,Block,15TH AVE S BETWEEN S HOLGATE ST AND S PLUM ST,1,Property Damage Only Collision,,1,0,0,0,0,0,0,2020-01-29 00:00:00+00:00,11.0,
211913,-122.3299883,47.58891963,211914,Block,3RD AVE S BETWEEN S ROYAL BROUGHAM WAY BR AND S HOLGATE ST,1,Property Damage Only Collision,Other,4,0,0,2,0,0,0,2020-01-12 00:00:00+00:00,11.0,Wet
211914,-122.3263485,47.60981887,211915,Block,SPRING ST BETWEEN TERRY AVE AND BOREN AVE,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,0,2020-03-11 00:00:00+00:00,11.0,Dry
211915,-122.3036048,47.58549756,211916,Intersection,RAINIER AVE S AND S PLUM ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2020-02-21 00:00:00+00:00,11.0,Dry
211916,-122.3282566,47.66380415,211917,Block,1ST AVE NE BETWEEN NE 46TH ST AND NE 50TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-25 00:00:00+00:00,11.0,Wet
211919,-122.3295514,47.55339933,211920,Intersection,4TH AVE S AND S LUCILE ST,2,Injury Collision,Left Turn,2,0,0,2,2,0,0,2020-04-06 00:00:00+00:00,11.0,Dry
211921,-122.3511339,47.57094178,211922,Block,WEST SEATTLE BR EB BETWEEN ALASKAN WY VI NB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-23 00:00:00+00:00,14.0,Wet
211922,-122.3868981,47.55697692,211923,Block,CALIFORNIA AVE SW BETWEEN SW HUDSON ST AND SW DAWSON N ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-01-26 00:00:00+00:00,16.0,Wet
211923,-122.3044517,47.69893948,211924,Block,LAKE CITY WAY NE BETWEEN NE 95TH ST AND NE 98TH ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020-01-22 00:00:00+00:00,14.0,Wet
211925,-122.3394391,47.56132285,211926,Block,EAST MARGINAL WAY S BETWEEN DIAGONAL AVE S AND S ALASKA ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-01-13 00:00:00+00:00,11.0,Wet
211926,-122.313397,47.58003408,211927,Block,15TH AVE S BETWEEN BEACON AVE S AND S LANDER ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2020-03-18 00:00:00+00:00,11.0,Dry
211928,-122.327667,47.59919492,211929,Intersection,5TH AVE S AND S JACKSON ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-01-31 00:00:00+00:00,26.0,Wet
211929,-122.3635178,47.67866927,211930,Block,6TH AVE NW BETWEEN NW 67TH ST AND NW 70TH ST,0,Unknown,,2,0,0,0,0,0,0,2020-04-13 00:00:00+00:00,13.0,
211930,-122.29673,47.57232789,211931,Block,M L KING JR ER WAY S BETWEEN RENTON PL S AND S WALDEN ST,0,Unknown,,0,0,0,0,0,0,0,2020-02-24 00:00:00+00:00,11.0,
211931,-122.3172254,47.59876333,211932,Block,12TH AVE S BETWEEN S JACKSON ST AND S KING ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-02-29 00:00:00+00:00,14.0,Dry
211932,-122.3650607,47.67234828,211933,Intersection,7TH AVE NW AND NW 60TH ST,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,0,2020-04-03 00:00:00+00:00,11.0,Dry
211934,-122.3396352,47.54022003,211935,Block,HIGHLAND PARK WAY SW BETWEEN 2ND AVE SW AND WEST MARGINAL WAY SW,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2020-02-10 00:00:00+00:00,14.0,Dry
211935,-122.3553302,47.69331628,211936,Block,GREENWOOD AVE N BETWEEN N 87TH ST AND N 90TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-10 00:00:00+00:00,14.0,Dry
211936,-122.3245261,47.7231277,211937,Block,NE 130TH ST BETWEEN 130TH ST ON RP AND ROOSEVELT N WAY NE,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2020-02-04 00:00:00+00:00,11.0,Dry
211937,-122.3776564,47.66366682,211938,Block,NW LEARY WAY BETWEEN 15TH SB AVE NW AND LEARY AVE NW,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2020-01-12 00:00:00+00:00,11.0,Wet
211939,-122.3439249,47.61360264,211940,Block,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,2,Injury Collision,Parked Car,2,0,0,2,1,0,0,2020-01-22 00:00:00+00:00,11.0,Wet
211940,-122.3068485,47.69123617,211941,Intersection,20TH AVE NE AND LAKE CITY WAY NE,2,Injury Collision,Angles,3,0,0,2,2,0,0,2020-02-13 00:00:00+00:00,11.0,Wet
211941,-122.3762149,47.65399336,211942,Intersection,15TH AVE W AND W EMERSON ST,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,2020-02-27 00:00:00+00:00,14.0,Dry
211943,-122.3424019,47.61855016,211944,Intersection,DENNY WAY AND DEXTER AVE,2,Injury Collision,Left Turn,4,0,0,2,1,0,0,2020-01-03 00:00:00+00:00,11.0,Dry
211944,-122.2559054,47.50820034,211945,Intersection,62ND AVE S AND S PRENTICE ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2020-03-11 00:00:00+00:00,11.0,Dry
211947,-122.2838088,47.54245527,211948,Block,S HOLLY ST BETWEEN M L KING JR WR WAY S AND M L KING JR ER WAY S,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2020-03-04 00:00:00+00:00,25.0,Dry
211949,-122.3355713,47.52178311,211950,Block,OLSON PL SW BETWEEN 1ST AVE S AND 2ND AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-14 00:00:00+00:00,14.0,Wet
211951,-122.2998601,47.60007716,211952,Block,25TH AVE S BETWEEN S WASHINGTON ST AND S JACKSON ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2020-03-17 00:00:00+00:00,13.0,Dry
211954,-122.3346656,47.60968542,211955,Intersection,5TH AVE AND UNION ST,2,Injury Collision,Angles,4,0,0,2,2,0,0,2020-03-14 00:00:00+00:00,11.0,Dry
211955,-122.2958404,47.7337803,211956,Block,NE 145TH ST BETWEEN 30TH AVE NE AND 31ST AVE NE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-10 00:00:00+00:00,14.0,Wet
211956,-122.3046092,47.64715114,211957,Block,MONTLAKE BR BETWEEN MONTLAKE BLVD E AND POINT A,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2020-01-10 00:00:00+00:00,14.0,Wet
211957,-122.3527849,47.62544255,211958,Intersection,2ND AVE N AND ROY ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2020-02-07 00:00:00+00:00,11.0,Wet
211959,-122.334847,47.52900454,211960,Block,1ST AVE S BETWEEN SW KENYON ST AND S CLOVERDALE W ST,2,Injury Collision,Other,1,0,0,1,1,0,0,2020-02-26 00:00:00+00:00,28.0,Dry
211960,-122.3227377,47.57105249,211961,Block,AIRPORT WAY S BETWEEN S SPOKANE ST AND S COURT ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2020-02-14 00:00:00+00:00,14.0,Dry
211961,-122.3017671,47.6266847,211962,Block,E ALOHA ST BETWEEN 23RD AVE E AND 24TH AVE E,0,Unknown,,0,0,0,0,0,0,0,2016-02-29 00:00:00+00:00,14.0,
211962,-122.3317613,47.53415195,211963,Block,S HOLDEN ST BETWEEN WEST MARGINAL WAY S AND 2ND AVE S,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2020-01-31 00:00:00+00:00,14.0,Wet
211963,-122.3223656,47.61049781,211964,Block,MADISON ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,2020-03-31 00:00:00+00:00,11.0,Dry
211964,-122.3437757,47.66156951,211965,Block,MIDVALE AVE N BETWEEN N 45TH ST AND N MIDVALE PL,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2020-04-10 00:00:00+00:00,26.0,Dry
211966,-122.3292228,47.60960332,211967,Block,SENECA ST BETWEEN 8TH AVE AND 9TH AVE,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2020-04-02 00:00:00+00:00,11.0,Dry
211968,-122.3391006,47.57527209,211969,Block,ALASKAN WY VI NB BETWEEN ALASKAN WY VI NB ON RP AND S LANDER ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2020-03-06 00:00:00+00:00,11.0,Wet
